vel,ang,dist
0.4,38,0.457807175804552
0.4,39,0.451671129935287
0.4,40,0.445390155143204
0.4,41,0.438966108582127
0.4,42,0.432400900112586
0.4,43,0.425696491786892
0.4,44,0.418854897306799
0.4,45,0.411878181453812
0.4,46,0.404768459492246
0.4,47,0.397527896545149
0.4,48,0.390158706943237
0.4,49,0.382663153547007
0.4,50,0.375043547042214
0.4,51,0.367302245208932
0.4,52,0.359441652164433
0.4,53,0.351464217580154
0.4,54,0.343372435873021
0.4,55,0.335168845371459
0.4,56,0.326856027456407
0.4,57,0.318436605677701
0.4,58,0.309913244846198
0.4,59,0.301288650102051
0.4,60,0.292565565959548
0.4,61,0.283746775328976
0.4,62,0.274835098515963
0.4,63,0.265833392198809
0.4,64,0.256744548384290
0.4,65,0.247571493342496
0.4,66,0.238317186521235
0.4,67,0.228984619440588
0.4,68,0.219576814568202
0.4,69,0.210096824175936
0.4,70,0.200547729178484
0.4,71,0.190932637954630
0.4,72,0.181254685151798
0.4,73,0.171517030474575
0.4,74,0.161722857457908
0.4,75,0.151875372225690
0.4,76,0.141977802235458
0.4,77,0.132033395009952
0.4,78,0.122045416856282
0.4,79,0.112017151573475
0.4,80,0.101951899149188
0.4,81,0.0918529744463621
0.4,82,0.0817237058806355
0.4,83,0.0715674340893142
0.4,84,0.0613875105927241
0.4,85,0.0511872964487708
0.4,86,0.0409701609015405
0.4,87,0.0307394800247818
0.4,88,0.0204986353611130
0.4,89,0.0102510125578064
0.6,0,0.856269558029565
0.6,1,0.856779088664071
0.6,2,0.857027528897500
0.6,3,0.857014217277855
0.6,4,0.856738572204990
0.6,5,0.856200092826291
0.6,6,0.855398359908715
0.6,7,0.854333036686035
0.6,8,0.853003869680116
0.6,9,0.851410689495078
0.6,10,0.849553411583194
0.6,11,0.847432036981368
0.6,12,0.845046653017071
0.6,13,0.842397433982610
0.6,14,0.839484641776595
0.6,15,0.836308626511530
0.6,16,0.832869827086425
0.6,17,0.829168771723355
0.6,18,0.825206078466935
0.6,19,0.820982455645647
0.6,20,0.816498702294036
0.6,21,0.811755708534764
0.6,22,0.806754455919576
0.6,23,0.801496017728216
0.6,24,0.795981559224405
0.6,25,0.790212337867977
0.6,26,0.784189703482339
0.6,27,0.777915098376418
0.6,28,0.771390057420317
0.6,29,0.764616208073926
0.6,30,0.757595270367774
0.6,31,0.750329056835430
0.6,32,0.742819472396837
0.6,33,0.735068514191952
0.6,34,0.727078271364158
0.6,35,0.718850924792916
0.6,36,0.710388746775191
0.6,37,0.701694100655225
0.6,38,0.692769440402278
0.6,39,0.683617310135997
0.6,40,0.674240343599133
0.6,41,0.664641263577362
0.6,42,0.654822881266031
0.6,43,0.644788095583683
0.6,44,0.634539892432277
0.6,45,0.624081343904070
0.6,46,0.613415607435179
0.6,47,0.602545924905884
0.6,48,0.591475621687814
0.6,49,0.580208105638168
0.6,50,0.568746866041223
0.6,51,0.557095472497401
0.6,52,0.545257573760239
0.6,53,0.533236896521649
0.6,54,0.521037244145921
0.6,55,0.508662495352970
0.6,56,0.496116602851371
0.6,57,0.483403591921804
0.6,58,0.470527558951563
0.6,59,0.457492669920844
0.6,60,0.444303158841578
0.6,61,0.430963326149631
0.6,62,0.417477537051240
0.6,63,0.403850219824601
0.6,64,0.390085864077579
0.6,65,0.376189018962571
0.6,66,0.362164291349571
0.6,67,0.348016343958557
0.6,68,0.333749893452372
0.6,69,0.319369708491281
0.6,70,0.304880607750468
0.6,71,0.290287457901755
0.6,72,0.275595171560880
0.6,73,0.260808705201696
0.6,74,0.245933057038704
0.6,75,0.230973264879365
0.6,76,0.215934403947667
0.6,77,0.200821584680466
0.6,78,0.185639950498135
0.6,79,0.170394675551105
0.6,80,0.155090962443895
0.6,81,0.139734039938264
0.6,82,0.124329160637130
0.6,83,0.108881598650936
0.6,84,0.0933966472481656
0.6,85,0.0778796164917103
0.6,86,0.0623358308628255
0.6,87,0.0467706268744244
0.6,88,0.0311893506754615
0.6,89,0.0155973556481807
0.8,0,1.14169274403942
0.8,1,1.14265667968249
0.8,2,1.14327264333241
0.8,3,1.14353940481704
0.8,4,1.14345583977339
0.8,5,1.14302093127281
0.8,6,1.14223377141730
0.8,7,1.14109356290487
0.8,8,1.13959962056169
0.8,9,1.13775137283908
0.8,10,1.13554836327318
0.8,11,1.13299025190515
0.8,12,1.13007681665985
0.8,13,1.12680795468089
0.8,14,1.12318368361995
0.8,15,1.11920414287832
0.8,16,1.11486959479865
0.8,17,1.11018042580474
0.8,18,1.10513714748760
0.8,19,1.09974039763550
0.8,20,1.09399094120636
0.8,21,1.08788967124032
0.8,22,1.08143760971081
0.8,23,1.07463590831210
0.8,24,1.06748584918165
0.8,25,1.05998884555546
0.8,26,1.05214644235475
0.8,27,1.04396031670224
0.8,28,1.03543227836654
0.8,29,1.02656427013299
0.8,30,1.01735836809960
0.8,31,1.00781678189651
0.8,32,0.997941854827787
0.8,33,0.987736063934125
0.8,34,0.977202019975364
0.8,35,0.966342467331581
0.8,36,0.955160283821744
0.8,37,0.943658480438940
0.8,38,0.931840201001255
0.8,39,0.919708721717494
0.8,40,0.907267450666996
0.8,41,0.894519927192902
0.8,42,0.881469821208298
0.8,43,0.868120932414777
0.8,44,0.854477189433022
0.8,45,0.840542648845129
0.8,46,0.826321494148480
0.8,47,0.811818034621062
0.8,48,0.797036704098224
0.8,49,0.781982059660984
0.8,50,0.766658780236062
0.8,51,0.751071665107948
0.8,52,0.735225632343381
0.8,53,0.719125717128744
0.8,54,0.702777070020959
0.8,55,0.686184955112580
0.8,56,0.669354748111865
0.8,57,0.652291934338728
0.8,58,0.635002106637556
0.8,59,0.617490963207979
0.8,60,0.599764305354780
0.8,61,0.581828035158230
0.8,62,0.563688153066213
0.8,63,0.545350755409641
0.8,64,0.526822031842691
0.8,65,0.508108262709550
0.8,66,0.489215816339401
0.8,67,0.470151146271490
0.8,68,0.450920788412191
0.8,69,0.431531358126090
0.8,70,0.411989547263156
0.8,71,0.392302121124182
0.8,72,0.372475915366742
0.8,73,0.352517832853970
0.8,74,0.332434840448566
0.8,75,0.312233965754491
0.8,76,0.291922293808865
0.8,77,0.271506963726671
0.8,78,0.250995165300910
0.8,79,0.230394135560917
0.8,80,0.209711155291593
0.8,81,0.188953545516364
0.8,82,0.168128663946734
0.8,83,0.147243901401314
0.8,84,0.126306678197279
0.8,85,0.105324440517224
0.8,86,0.0843046567544187
0.8,87,0.0632548138395009
0.8,88,0.0421824135516643
0.8,89,0.0210949688174165
1.0,0,1.42711593004928
1.0,1,1.42867663994874
1.0,2,1.42980274729453
1.0,3,1.43049227826356
1.0,4,1.43074338992984
1.0,5,1.43055437283857
1.0,6,1.42992365354881
1.0,7,1.42884979714154
1.0,8,1.42733150968960
1.0,9,1.42536764068631
1.0,10,1.42295718542926
1.0,11,1.42009928735590
1.0,12,1.41679324032761
1.0,13,1.41303849085873
1.0,14,1.40883464028725
1.0,15,1.40418144688375
1.0,16,1.39907882789521
1.0,17,1.39352686152039
1.0,18,1.38752578881336
1.0,19,1.38107601551205
1.0,20,1.37417811378839
1.0,21,1.36683282391701
1.0,22,1.35904105585918
1.0,23,1.35080389075903
1.0,24,1.34212258234882
1.0,25,1.33299855826047
1.0,26,1.32343342124032
1.0,27,1.31342895026428
1.0,28,1.30298710155062
1.0,29,1.29211000946776
1.0,30,1.28079998733442
1.0,31,1.26905952810959
1.0,32,1.25689130497012
1.0,33,1.24429817177334
1.0,34,1.23128316340281
1.0,35,1.21784949599497
1.0,36,1.20400056704473
1.0,37,1.18973995538826
1.0,38,1.17507142106123
1.0,39,1.15999890503088
1.0,40,1.14452652880059
1.0,41,1.12865859388548
1.0,42,1.11239958115803
1.0,43,1.09575415006264
1.0,44,1.07872713769824
1.0,45,1.06132355776820
1.0,46,1.04354859939706
1.0,47,1.02540762581358
1.0,48,1.00690617289984
1.0,49,0.988049947606365
1.0,50,0.968844826233195
1.0,51,0.949296852577285
1.0,52,0.929412235946441
1.0,53,0.909197349040440
1.0,54,0.888658725699992
1.0,55,0.867803058524417
1.0,56,0.846637196359058
1.0,57,0.825168141653632
1.0,58,0.803403047692860
1.0,59,0.781349215700903
1.0,60,0.759014091821264
1.0,61,0.736405263974004
1.0,62,0.713530458592270
1.0,63,0.690397537240262
1.0,64,0.667014493114964
1.0,65,0.643389447434087
1.0,66,0.619530645712825
1.0,67,0.595446453932176
1.0,68,0.571145354601726
1.0,69,0.546635942719922
1.0,70,0.521926921635010
1.0,71,0.497027098809933
1.0,72,0.471945381494634
1.0,73,0.446690772309294
1.0,74,0.421272364742206
1.0,75,0.395699338566055
1.0,76,0.369980955176515
1.0,77,0.344126552857163
1.0,78,0.318145541974814
1.0,79,0.292047400109475
1.0,80,0.265841667123220
1.0,81,0.239537940172334
1.0,82,0.213145868667196
1.0,83,0.186675149184411
1.0,84,0.160135520335782
1.0,85,0.133536757598757
1.0,86,0.106888668113071
1.0,87,0.0802010854482971
1.0,88,0.0534838643471208
1.0,89,0.0267468754491332
1.2,0,1.71253911605913
1.2,1,1.71483902257230
1.2,2,1.71661805305805
1.2,3,1.71787331462065
1.2,4,1.71860206915449
1.2,5,1.71880173708868
1.2,6,1.71846990110144
1.2,7,1.71760430979974
1.2,8,1.71620288135897
1.2,9,1.71426370711792
1.2,10,1.71178505512397
1.2,11,1.70876537362346
1.2,12,1.70520329449223
1.2,13,1.70109763660124
1.2,14,1.69644740911227
1.2,15,1.69125181469847
1.2,16,1.68551025268488
1.2,17,1.67922232210374
1.2,18,1.67238782465962
1.2,19,1.66500676759938
1.2,20,1.65707936648192
1.2,21,1.64860604784301
1.2,22,1.63958745175011
1.2,23,1.63002443424259
1.2,24,1.61991806965250
1.2,25,1.60926965280140
1.2,26,1.59808070106857
1.2,27,1.58635295632632
1.2,28,1.57408838673789
1.2,29,1.56128918841391
1.2,30,1.54795778692320
1.2,31,1.53409683865400
1.2,32,1.51970923202181
1.2,33,1.50479808852015
1.2,34,1.48936676361081
1.2,35,1.47341884745005
1.2,36,1.45695816544778
1.2,37,1.43998877865656
1.2,38,1.42251498398767
1.2,39,1.40454131425155
1.2,40,1.38607253802030
1.2,41,1.36711365930974
1.2,42,1.34766991707938
1.2,43,1.32774678454803
1.2,44,1.30734996832389
1.2,45,1.28648540734738
1.2,46,1.26515927164570
1.2,47,1.24337796089833
1.2,48,1.22114810281242
1.2,49,1.19847655130801
1.2,50,1.17537038451255
1.2,51,1.15183690256495
1.2,52,1.12788362522925
1.2,53,1.10351828931861
1.2,54,1.07874884593021
1.2,55,1.05358345749212
1.2,56,1.02803049462344
1.2,57,1.00209853280916
1.2,58,0.975796348891412
1.2,59,0.949132917379296
1.2,60,0.922117406579283
1.2,61,0.894759174548839
1.2,62,0.867067764875910
1.2,63,0.839052902287225
1.2,64,0.810724488088633
1.2,65,0.782092595440852
1.2,66,0.753167464474310
1.2,67,0.723959497246932
1.2,68,0.694479252548947
1.2,69,0.664737440559047
1.2,70,0.634744917356370
1.2,71,0.604512679293052
1.2,72,0.574051857232223
1.2,73,0.543373710656576
1.2,74,0.512489621652757
1.2,75,0.481411088777057
1.2,76,0.450149720808025
1.2,77,0.418717230391776
1.2,78,0.387125427585951
1.2,79,0.355386213308394
1.2,80,0.323511572696793
1.2,81,0.291513568385597
1.2,82,0.259404333706709
1.2,83,0.227196065820514
1.2,84,0.194901018783919
1.2,85,0.162531496562180
1.2,86,0.130099845991356
1.2,87,0.0976184496983159
1.2,88,0.0650997189852725
1.2,89,0.0325560866858866
1.4,0,1.99796230206898
1.4,1,2.00114388066258
1.4,2,2.00371877289583
1.4,3,2.00568299088489
1.4,4,2.00703272390653
1.4,5,2.00776434353720
1.4,6,2.00787440876799
1.4,7,2.00735967108884
1.4,8,2.00621707953517
1.4,9,2.00444378569010
1.4,10,2.00203714863523
1.4,11,1.99899473984307
1.4,12,1.99531434800391
1.4,13,1.99099398378015
1.4,14,1.98603188448081
1.4,15,1.98042651864919
1.4,16,1.97417659055635
1.4,17,1.96728104459330
1.4,18,1.95973906955483
1.4,19,1.95155010280762
1.4,20,1.94271383433571
1.4,21,1.93323021065624
1.4,22,1.92309943859841
1.4,23,1.91232198893882
1.4,24,1.90089859988632
1.4,25,1.88883028040965
1.4,26,1.87611831340134
1.4,27,1.86276425867120
1.4,28,1.84876995576330
1.4,29,1.83413752659003
1.4,30,1.81886937787733
1.4,31,1.80296820341523
1.4,32,1.78643698610790
1.4,33,1.76927899981801
1.4,34,1.75149781099977
1.4,35,1.73309728011599
1.4,36,1.71408156283402
1.4,37,1.69445511099626
1.4,38,1.67422267336079
1.4,39,1.65338929610805
1.4,40,1.63196032310992
1.4,41,1.60994139595757
1.4,42,1.58733845374492
1.4,43,1.56415773260483
1.4,44,1.54040576499535
1.4,45,1.51608937873378
1.4,46,1.49121569577656
1.4,47,1.46579213074327
1.4,48,1.43982638918355
1.4,49,1.41332646558579
1.4,50,1.38630064112711
1.4,51,1.35875748116417
1.4,52,1.33070583246495
1.4,53,1.30215482018186
1.4,54,1.27311384456692
1.4,55,1.24359257743005
1.4,56,1.21360095834211
1.4,57,1.18314919058414
1.4,58,1.15224773684538
1.4,59,1.12090731467214
1.4,60,1.08913889167078
1.4,61,1.05695368046766
1.4,62,1.02436313342983
1.4,63,0.991378937150223
1.4,64,0.958013006701675
1.4,65,0.924277479664203
1.4,66,0.890184709930535
1.4,67,0.855747261295039
1.4,68,0.820977900831573
1.4,69,0.785889592066091
1.4,70,0.750495487950117
1.4,71,0.714808923641511
1.4,72,0.678843409099221
1.4,73,0.642612621498983
1.4,74,0.606130397477218
1.4,75,0.569410725210605
1.4,76,0.532467736339061
1.4,77,0.495315697740098
1.4,78,0.457969003162728
1.4,79,0.420442164729324
1.4,80,0.382749804314014
1.4,81,0.344906644806387
1.4,82,0.306927501269454
1.4,83,0.268827272000964
1.4,84,0.230620929507325
1.4,85,0.192323511399508
1.4,86,0.153950111220421
1.4,87,0.115515869213363
1.4,88,0.0770359630412300
1.4,89,0.0385255984662407
1.6,0,2.28338548807884
1.6,1,2.28759126732889
1.6,2,2.29110511907916
1.6,3,2.29392178404490
1.6,4,2.29603620061997
1.6,5,2.29744351163697
1.6,6,2.29813907111480
1.6,7,2.29811845098501
1.6,8,2.29737744778793
1.6,9,2.29591208932918
1.6,10,2.29371864128757
1.6,11,2.29079361376481
1.6,12,2.28713376776754
1.6,13,2.28273612161217
1.6,14,2.27759795724276
1.6,15,2.27171682645232
1.6,16,2.26509055699776
1.6,17,2.25771725859863
1.6,18,2.24959532880998
1.6,19,2.24072345875954
1.6,20,2.23110063873944
1.6,21,2.22072616364277
1.6,22,2.20959963823549
1.6,23,2.19772098225394
1.6,24,2.18509043531866
1.6,25,2.17170856165512
1.6,26,2.15757625461222
1.6,27,2.14269474096944
1.6,28,2.12706558502389
1.6,29,2.11069069244850
1.6,30,2.09357231391290
1.6,31,2.07571304845874
1.6,32,2.05711584662151
1.6,33,2.03778401329105
1.6,34,2.01772121030326
1.6,35,1.99693145875597
1.6,36,1.97541914104190
1.6,37,1.95318900259229
1.6,38,1.93024615332507
1.6,39,1.90659606879138
1.6,40,1.88224459101541
1.6,41,1.85719792902195
1.6,42,1.83146265904734
1.6,43,1.80504572442917
1.6,44,1.77795443517104
1.6,45,1.75019646717870
1.6,46,1.72177986116464
1.6,47,1.69271302121845
1.6,48,1.66300471304076
1.6,49,1.63266406183906
1.6,50,1.60170054988418
1.6,51,1.57012401372655
1.6,52,1.53794464107200
1.6,53,1.50517296731728
1.6,54,1.47181987174582
1.6,55,1.43789657338504
1.6,56,1.40341462652660
1.6,57,1.36838591591192
1.6,58,1.33282265158530
1.6,59,1.29673736341792
1.6,60,1.26014289530609
1.6,61,1.22305239904789
1.6,62,1.18547932790258
1.6,63,1.14743742983783
1.6,64,1.10894074047013
1.6,65,1.07000357570429
1.6,66,1.03064052407832
1.6,67,0.990866438820519
1.6,68,0.950696429625894
1.6,69,0.910145854159581
1.6,70,0.869230309295299
1.6,71,0.827965622097250
1.6,72,0.786367840554300
1.6,73,0.744453224075644
1.6,74,0.702238233757505
1.6,75,0.659739522430791
1.6,76,0.616973924499942
1.6,77,0.573958445583551
1.6,78,0.530710251967603
1.6,79,0.487246659882510
1.6,80,0.443585124615359
1.6,81,0.399743229469042
1.6,82,0.355738674580208
1.6,83,0.311589265608146
1.6,84,0.267312902306939
1.6,85,0.222927566993409
1.6,86,0.178451312923508
1.6,87,0.133902252589982
1.6,88,0.0892985459542340
1.6,89,0.0446583886254383
1.8,0,2.56880867408870
1.8,1,2.57418123568042
1.8,2,2.57877730387749
1.8,3,2.58259017107996
1.8,4,2.58561334569949
1.8,5,2.58784056076939
1.8,6,2.58926578256064
1.8,7,2.58988321919238
1.8,8,2.58968732922542
1.8,9,2.58867283022682
1.8,10,2.58683470729358
1.8,11,2.58416822152332
1.8,12,2.58066891841936
1.8,13,2.57633263621799
1.8,14,2.57115551412498
1.8,15,2.56513400044890
1.8,16,2.55826486061814
1.8,17,2.55054518506901
1.8,18,2.54197239699184
1.8,19,2.53254425992220
1.8,20,2.52225888516439
1.8,21,2.51111473903417
1.8,22,2.49911064990817
1.8,23,2.48624581506693
1.8,24,2.47251980731923
1.8,25,2.45793258139503
1.8,26,2.44248448009477
1.8,27,2.42617624018291
1.8,28,2.40900899801367
1.8,29,2.39098429487735
1.8,30,2.37210408205580
1.8,31,2.35237072557571
1.8,32,2.33178701064907
1.8,33,2.31035614579011
1.8,34,2.28808176659856
1.8,35,2.26496793919947
1.8,36,2.24101916333010
1.8,37,2.21624037506491
1.8,38,2.19063694917009
1.8,39,2.16421470107942
1.8,40,2.13697988848400
1.8,41,2.10893921252850
1.8,42,2.08009981860742
1.8,43,2.05046929675518
1.8,44,2.02005568162451
1.8,45,1.98886745204809
1.8,46,1.95691353017902
1.8,47,1.92420328020617
1.8,48,1.89074650664123
1.8,49,1.85655345217477
1.8,50,1.82163479509919
1.8,51,1.78600164629713
1.8,52,1.74966554579456
1.8,53,1.71263845887837
1.8,54,1.67493277177883
1.8,55,1.63656128691807
1.8,56,1.59753721772631
1.8,57,1.55787418302823
1.8,58,1.51758620100239
1.8,59,1.47668768271748
1.8,60,1.43519342524959
1.8,61,1.39311860438557
1.8,62,1.35047876691779
1.8,63,1.30728982253675
1.8,64,1.26356803532807
1.8,65,1.21933001488152
1.8,66,1.17459270701983
1.8,67,1.12937338415598
1.8,68,1.08368963528821
1.8,69,1.03755935564224
1.8,70,0.991000735971125
1.8,71,0.944032251523530
1.8,72,0.896672650691632
1.8,73,0.848940943350551
1.8,74,0.800856388901561
1.8,75,0.752438484031826
1.8,76,0.703706950203871
1.8,77,0.654681720888410
1.8,78,0.605382928554535
1.8,79,0.555830891431683
1.8,80,0.506046100058153
1.8,81,0.456049203631245
1.8,82,0.405860996174452
1.8,83,0.355502402537401
1.8,84,0.304994464244505
1.8,85,0.254358325208522
1.8,86,0.203615217325447
1.8,87,0.152786445967331
1.8,88,0.101893375389790
1.8,89,0.0509574140711211
2.0,0,2.85423186009855
2.0,1,2.86091383882623
2.0,2,2.86673553955814
2.0,3,2.87168862895872
2.0,4,2.87576500551618
2.0,5,2.87895681023421
2.0,6,2.88125643735572
2.0,7,2.88265654510424
2.0,8,2.88315006642851
2.0,9,2.88273021973530
2.0,10,2.88139051959550
2.0,11,2.87912478740773
2.0,12,2.87592716200407
2.0,13,2.87179211018183
2.0,14,2.86671443714528
2.0,15,2.86068929684107
2.0,16,2.85371220217098
2.0,17,2.84577903506534
2.0,18,2.83688605640064
2.0,19,2.82702991574461
2.0,20,2.81620766091214
2.0,21,2.80441674731527
2.0,22,2.79165504709088
2.0,23,2.77792085798921
2.0,24,2.76321291200716
2.0,25,2.74753038374980
2.0,26,2.73087289850416
2.0,27,2.71324054000947
2.0,28,2.69463385790800
2.0,29,2.67505387486141
2.0,30,2.65450209331739
2.0,31,2.63298050191199
2.0,32,2.61049158149328
2.0,33,2.58703831075242
2.0,34,2.56262417144872
2.0,35,2.53725315321564
2.0,36,2.51092975793517
2.0,37,2.48365900366872
2.0,38,2.45544642813304
2.0,39,2.42629809171022
2.0,40,2.39622057998169
2.0,41,2.36522100577645
2.0,42,2.33330701072464
2.0,43,2.30048676630811
2.0,44,2.26676897440043
2.0,45,2.23216286728941
2.0,46,2.19667820717592
2.0,47,2.16032528514378
2.0,48,2.12311491959583
2.0,49,2.08505845415246
2.0,50,2.04616775500949
2.0,51,2.00645520775304
2.0,52,1.96593371363002
2.0,53,1.92461668527348
2.0,54,1.88251804188296
2.0,55,1.83965220386101
2.0,56,1.79603408690737
2.0,57,1.75167909557373
2.0,58,1.70660311628242
2.0,59,1.66082250981329
2.0,60,1.61435410326395
2.0,61,1.56721518148932
2.0,62,1.51942347802717
2.0,63,1.47099716551722
2.0,64,1.42195484562224
2.0,65,1.37231553846004
2.0,66,1.32209867155657
2.0,67,1.27132406833047
2.0,68,1.22001193612063
2.0,69,1.16818285376892
2.0,70,1.11585775877072
2.0,71,1.06305793400691
2.0,72,1.00980499407150
2.0,73,0.956120871209616
2.0,74,0.902027800881324
2.0,75,0.847548306967399
2.0,76,0.792705186633533
2.0,77,0.737521494870212
2.0,78,0.682020528725906
2.0,79,0.626225811251745
2.0,80,0.570161075176310
2.0,81,0.513850246329588
2.0,82,0.457317426835556
2.0,83,0.400586878093243
2.0,84,0.343683003566416
2.0,85,0.286630331402387
2.0,86,0.229453496900697
2.0,87,0.172177224852666
2.0,88,0.114826311773006
2.0,89,0.0574256080448933
2.2,0,3.13965504610841
2.2,1,3.14778912987524
2.2,2,3.15498003838609
2.2,3,3.16121763463787
2.2,4,3.16649202640342
2.2,5,3.17079357923935
2.2,6,3.17411292956059
2.2,7,3.17644099776426
2.2,8,3.17776900138491
2.2,9,3.17808846826287
2.2,10,3.17739124970688
2.2,11,3.17566953363187
2.2,12,3.17291585765240
2.2,13,3.16912312211188
2.2,14,3.16428460302749
2.2,15,3.15839396493037
2.2,16,3.15144527358051
2.2,17,3.14343300853557
2.2,18,3.13435207555264
2.2,19,3.12419781880210
2.2,20,3.11296603287224
2.2,21,3.10065297454382
2.2,22,3.08725537431334
2.2,23,3.07277044764406
2.2,24,3.05719590592395
2.2,25,3.04052996710975
2.2,26,3.02277136603677
2.2,27,3.00391936437391
2.2,28,2.98397376020419
2.2,29,2.96293489721095
2.2,30,2.94080367345040
2.2,31,2.91758154969184
2.2,32,2.89327055730697
2.2,33,2.86787330569040
2.2,34,2.84139298919399
2.2,35,2.81383339355833
2.2,36,2.78519890182498
2.2,37,2.75549449971403
2.2,38,2.72472578045222
2.2,39,2.69289894903735
2.2,40,2.66002082592570
2.2,41,2.62609885012988
2.2,42,2.59114108171531
2.2,43,2.55515620368445
2.2,44,2.51815352323877
2.2,45,2.48014297240919
2.2,46,2.44113510804696
2.2,47,2.40114111116755
2.2,48,2.36017278564124
2.2,49,2.31824255622520
2.2,50,2.27536346593257
2.2,51,2.23154917273532
2.2,52,2.18681394559844
2.2,53,2.14117265984439
2.2,54,2.09464079184733
2.2,55,2.04723441305807
2.2,56,1.99897018336160
2.2,57,1.94986534376992
2.2,58,1.89993770845437
2.2,59,1.84920565612223
2.2,60,1.79768812074363
2.2,61,1.74540458163599
2.2,62,1.69237505291391
2.2,63,1.63862007231360
2.2,64,1.58416068940211
2.2,65,1.52901845318223
2.2,66,1.47321539910524
2.2,67,1.41677403550457
2.2,68,1.35971732946411
2.2,69,1.30206869213621
2.2,70,1.24385196352508
2.2,71,1.18509139675209
2.2,72,1.12581164182052
2.2,73,1.06603772889801
2.2,74,1.00579505113569
2.2,75,0.945109347043807
2.2,76,0.884006682444400
2.2,77,0.822513432022125
2.2,78,0.760656260495177
2.2,79,0.698462103428712
2.2,80,0.635958147713835
2.2,81,0.573171811735740
2.2,82,0.510130725255107
2.2,83,0.446862709027298
2.2,84,0.383395754184357
2.2,85,0.319758001405189
2.2,86,0.255977719899616
2.2,87,0.192083286232353
2.2,88,0.128103163013175
2.2,89,0.0640658774797775
2.4,0,3.42507823211826
2.4,1,3.43480716193618
2.4,2,3.44351101262368
2.4,3,3.45117766506078
2.4,4,3.45779525465266
